total_points,now_cost,indexes
205,166,"[424, 79, 23, 526]"
196,166,"[424, 79, 23, 518]"
172,166,"[424, 79, 526, 518]"
211,167,"[424, 23, 526, 518]"
200,167,"[79, 23, 526, 518]"
232,168,"[424, 79, 23, 76]"
231,168,"[424, 79, 23, 191]"
224,168,"[424, 79, 23, 373]"
247,169,"[424, 23, 526, 76]"
246,169,"[424, 23, 526, 191]"
239,169,"[424, 23, 526, 373]"
242,170,"[23, 526, 518, 76]"
273,171,"[424, 23, 76, 191]"
269,171,"[424, 79, 23, 105]"
266,171,"[424, 23, 76, 373]"
284,172,"[424, 23, 526, 105]"
277,172,"[424, 23, 526, 557]"
277,172,"[23, 526, 76, 191]"
279,173,"[23, 526, 518, 105]"
311,174,"[424, 23, 76, 105]"
310,174,"[424, 23, 191, 105]"
304,174,"[424, 23, 76, 557]"
315,175,"[23, 526, 76, 105]"
314,175,"[23, 526, 191, 105]"
313,176,"[424, 76, 191, 105]"
341,177,"[424, 23, 105, 557]"
341,177,"[23, 76, 191, 105]"
334,177,"[23, 76, 191, 557]"
345,178,"[23, 526, 105, 557]"
344,179,"[424, 23, 76, 449]"
344,179,"[424, 76, 105, 557]"
372,180,"[23, 76, 105, 557]"
371,180,"[23, 191, 105, 557]"
364,180,"[23, 373, 105, 557]"
381,182,"[424, 23, 105, 449]"
374,182,"[424, 23, 557, 449]"
374,182,"[23, 76, 191, 449]"
385,183,"[23, 526, 105, 449]"
381,183,"[23, 105, 557, 448]"
387,184,"[424, 23, 105, 481]"
384,184,"[424, 76, 105, 449]"
412,185,"[23, 76, 105, 449]"
411,185,"[23, 191, 105, 449]"
405,185,"[23, 76, 557, 449]"
418,187,"[23, 76, 105, 481]"
417,187,"[23, 191, 105, 481]"
414,187,"[424, 105, 557, 449]"
442,188,"[23, 105, 557, 449]"
422,188,"[23, 76, 105, 271]"
421,188,"[23, 191, 105, 271]"
425,189,"[23, 76, 105, 203]"
424,189,"[23, 191, 105, 203]"
448,190,"[23, 105, 557, 481]"
445,190,"[76, 105, 557, 449]"
444,190,"[191, 105, 557, 449]"
452,191,"[23, 105, 557, 271]"
455,192,"[23, 105, 557, 203]"
451,192,"[23, 76, 449, 481]"
455,193,"[23, 76, 449, 271]"
455,193,"[76, 105, 557, 271]"
460,194,"[424, 105, 449, 481]"
458,194,"[23, 76, 449, 203]"
458,194,"[76, 105, 557, 203]"
488,195,"[23, 105, 449, 481]"
481,195,"[23, 557, 449, 481]"
475,195,"[105, 557, 396, 449]"
492,196,"[23, 105, 449, 271]"
485,196,"[23, 557, 449, 271]"
495,197,"[23, 105, 449, 203]"
491,197,"[76, 105, 449, 481]"
498,198,"[23, 105, 481, 271]"
495,198,"[76, 105, 449, 271]"
501,199,"[23, 105, 481, 203]"
498,199,"[76, 105, 449, 203]"
521,200,"[105, 557, 449, 481]"
505,200,"[23, 105, 271, 203]"
525,201,"[105, 557, 449, 271]"
528,202,"[105, 557, 449, 203]"
531,203,"[23, 449, 481, 271]"
531,203,"[105, 557, 481, 271]"
534,204,"[23, 449, 481, 203]"
534,204,"[105, 557, 481, 203]"
538,205,"[23, 449, 271, 203]"
538,205,"[105, 557, 271, 203]"
537,206,"[76, 449, 481, 203]"
544,207,"[23, 481, 271, 203]"
541,207,"[76, 449, 271, 203]"
540,207,"[191, 449, 271, 203]"
571,208,"[105, 449, 481, 271]"
564,208,"[557, 449, 481, 271]"
546,208,"[105, 449, 481, 69]"
574,209,"[105, 449, 481, 203]"
567,209,"[557, 449, 481, 203]"
578,210,"[105, 449, 271, 203]"
584,212,"[105, 481, 271, 203]"
577,212,"[557, 481, 271, 203]"
578,214,"[24, 449, 271, 203]"
580,215,"[105, 481, 271, 370]"
589,216,"[449, 481, 271, 69]"
584,216,"[24, 481, 271, 203]"
617,217,"[449, 481, 271, 203]"
592,217,"[449, 481, 69, 203]"
596,218,"[449, 271, 69, 203]"
613,220,"[449, 481, 271, 370]"
602,220,"[481, 271, 69, 203]"
616,221,"[449, 481, 203, 370]"
620,222,"[449, 271, 203, 370]"
626,224,"[481, 271, 203, 370]"
642,249,"[105, 449, 481, 390]"
635,249,"[557, 449, 481, 390]"
646,250,"[105, 449, 271, 390]"
639,250,"[557, 449, 271, 390]"
649,251,"[105, 449, 203, 390]"
652,252,"[105, 481, 271, 390]"
655,253,"[105, 481, 203, 390]"
659,254,"[105, 271, 203, 390]"
685,257,"[449, 481, 271, 390]"
660,257,"[449, 481, 69, 390]"
688,258,"[449, 481, 203, 390]"
664,258,"[449, 271, 69, 390]"
692,259,"[449, 271, 203, 390]"
698,261,"[481, 271, 203, 390]"
691,263,"[449, 203, 370, 390]"
694,264,"[481, 271, 370, 390]"
697,265,"[481, 203, 370, 390]"
701,266,"[271, 203, 370, 390]"
701,274,"[449, 481, 271, 302]"
704,275,"[449, 481, 203, 302]"
708,276,"[449, 271, 203, 302]"
714,278,"[481, 271, 203, 302]"
707,280,"[449, 203, 370, 302]"
710,281,"[481, 271, 370, 302]"
713,282,"[481, 203, 370, 302]"
717,283,"[271, 203, 370, 302]"
715,302,"[481, 203, 390, 306]"
719,303,"[271, 203, 390, 306]"
718,307,"[203, 370, 390, 306]"
733,308,"[105, 449, 390, 302]"
726,308,"[557, 449, 390, 302]"
739,310,"[105, 481, 390, 302]"
732,310,"[557, 481, 390, 302]"
743,311,"[105, 271, 390, 302]"
736,311,"[557, 271, 390, 302]"
746,312,"[105, 203, 390, 302]"
772,315,"[449, 481, 390, 302]"
776,316,"[449, 271, 390, 302]"
751,316,"[449, 69, 390, 302]"
779,317,"[449, 203, 390, 302]"
782,318,"[481, 271, 390, 302]"
785,319,"[481, 203, 390, 302]"
789,320,"[271, 203, 390, 302]"
785,323,"[271, 370, 390, 302]"
788,324,"[203, 370, 390, 302]"
788,352,"[481, 203, 302, 254]"
792,353,"[271, 203, 302, 254]"
793,357,"[449, 390, 306, 302]"
791,357,"[203, 370, 302, 254]"
799,359,"[481, 390, 306, 302]"
803,360,"[271, 390, 306, 302]"
806,361,"[203, 390, 306, 302]"
802,364,"[370, 390, 306, 302]"
805,382,"[271, 390, 302, 251]"
808,383,"[203, 390, 302, 251]"
817,385,"[105, 390, 302, 254]"
810,385,"[557, 390, 302, 254]"
810,387,"[396, 390, 302, 254]"
817,389,"[24, 390, 302, 254]"
850,390,"[449, 390, 302, 254]"
856,392,"[481, 390, 302, 254]"
860,393,"[271, 390, 302, 254]"
863,394,"[203, 390, 302, 254]"
859,397,"[370, 390, 302, 254]"
877,434,"[390, 306, 302, 254]"
879,456,"[390, 302, 251, 254]"
